Category,Artist,Title,Year,Image URL,Painting Info URL,file name,path
Early Renaissance,Carlo Crivelli,Lamentation Over the Dead Christ,1485,https://use2-uploads4.wikiart.org/images/carlo-crivelli/lamentation-over-the-dead-christ-1485.jpg,https://www.wikiart.org/en/carlo-crivelli/lamentation-over-the-dead-christ-1485,lamentation-over-the-dead-christ-1485.jpg,/early_renaissance/lamentation-over-the-dead-christ-1485.jpg
Expressionism,Tivadar Kosztka Csontvary,Valley of Great Tarpatak in the High-Tatras,1905,https://use2-uploads8.wikiart.org/images/tivadar-kosztka-csontvary/valley-of-great-tarpatak-in-the-high-tatras-1905.jpg,https://www.wikiart.org/en/tivadar-kosztka-csontvary/valley-of-great-tarpatak-in-the-high-tatras-1905,valley-of-great-tarpatak-in-the-high-tatras-1905.jpg,/expressionism/valley-of-great-tarpatak-in-the-high-tatras-1905.jpg
Pop Art,Andy Warhol,Marilyn Monroe,1968,https://use2-uploads4.wikiart.org/images/andy-warhol/after-marilyn.jpg,https://www.wikiart.org/en/andy-warhol/after-marilyn,after-marilyn.jpg,/pop_art/after-marilyn.jpg
Realism,Camille Corot,Ville d&#39;Avray,1870,https://use2-uploads4.wikiart.org/images/camille-corot/ville-d-avray-1870-1.jpg,https://www.wikiart.org/en/camille-corot/ville-d-avray-1870-1,ville-d-avray-1870-1.jpg,/realism/ville-d-avray-1870-1.jpg
Romanticism,James Ward ,"Gordale Scar (A View of Gordale, in the Manor of East Malham in Craven, Yorkshire, the Property of Lord Ribblesdale)",1812-1814,https://use2-uploads8.wikiart.org/images/james-ward/gordale-scar-a-view-of-gordale-in-the-manor-of-east-malham-in-craven-yorkshire-the-property-of-1814.jpg,https://www.wikiart.org/en/james-ward/gordale-scar-a-view-of-gordale-in-the-manor-of-east-malham-in-craven-yorkshire-the-property-of-1814,gordale-scar-a-view-of-gordale-in-the-manor-of-east-malham-in-craven-yorkshire-the-property-of-1814.jpg,/romanticism/gordale-scar-a-view-of-gordale-in-the-manor-of-east-malham-in-craven-yorkshire-the-property-of-1814.jpg
Minimalism,Mark Rothko,Untitled,1969,https://use2-uploads4.wikiart.org/images/mark-rothko/untitled-1969.jpg,https://www.wikiart.org/en/mark-rothko/untitled-1969,untitled-1969.jpg,/minimalism/untitled-1969.jpg
Minimalism,Paul Brach,The Negative Way #10,1964,https://use2-uploads5.wikiart.org/images/paul-brach/the-negative-way-10-1964.jpg,https://www.wikiart.org/en/paul-brach/the-negative-way-10-1964,the-negative-way-10-1964.jpg,/minimalism/the-negative-way-10-1964.jpg
Surrealism,Frida Kahlo,Henry Ford Hospital (The Flying Bed),1932,https://use2-uploads6.wikiart.org/images/magdalena-carmen-frieda-kahlo-y-calderón-de-rivera/henry-ford-hospital-the-flying-bed-1932.jpg,https://www.wikiart.org/en/frida-kahlo/henry-ford-hospital-the-flying-bed-1932,henry-ford-hospital-the-flying-bed-1932.jpg,/surrealism/henry-ford-hospital-the-flying-bed-1932.jpg
Post-Impressionism,Albert Marquet,The Port of Marseliles,1904,https://use2-uploads3.wikiart.org/images/albert-marquet/the-port-of-marseliles-1904.jpg,https://www.wikiart.org/en/albert-marquet/the-port-of-marseliles-1904,the-port-of-marseliles-1904.jpg,/post_impressionism/the-port-of-marseliles-1904.jpg
Northern Renaissance,Matthias Gr&#252;newald,"The first view of the altar: St. Sebastian (left), The Crucifixion (central), St. Anthony (right), Entombment (bottom)",1510-1515,https://use2-uploads8.wikiart.org/images/matthias-grünewald/the-first-view-of-the-altar-st-sebastian-left-the-crucifixion-central-st-anthony-right-1515.jpg,https://www.wikiart.org/en/matthias-grunewald/the-first-view-of-the-altar-st-sebastian-left-the-crucifixion-central-st-anthony-right-entombment-1515,the-first-view-of-the-altar-st-sebastian-left-the-crucifixion-central-st-anthony-right-1515.jpg,/northern_renaissance/the-first-view-of-the-altar-st-sebastian-left-the-crucifixion-central-st-anthony-right-1515.jpg
Minimalism,Richard Artschwager,Mirror/Mirror - Table/Table,1964,https://use2-uploads2.wikiart.org/images/richard-artschwager/mirror-mirror-table-table-1964.jpg,https://www.wikiart.org/en/richard-artschwager/mirror-mirror-table-table-1964,mirror-mirror-table-table-1964.jpg,/minimalism/mirror-mirror-table-table-1964.jpg
Romanticism,John Constable,Weymouth Bay with Jordan Hill,1816,https://use2-uploads1.wikiart.org/images/john-constable/weymouth-bay-with-jordan-hill-1816.jpg,https://www.wikiart.org/en/john-constable/weymouth-bay-with-jordan-hill-1816,weymouth-bay-with-jordan-hill-1816.jpg,/romanticism/weymouth-bay-with-jordan-hill-1816.jpg
Neo-Expressionism,Rainer Fetting,Mann in Dusche,1980,https://use2-uploads4.wikiart.org/images/rainer-fetting/mann-in-dusche-1980.jpg,https://www.wikiart.org/en/rainer-fetting/mann-in-dusche-1980,mann-in-dusche-1980.jpg,/neo_expressionism/mann-in-dusche-1980.jpg
Early Renaissance,Donatello,David,1432,https://use2-uploads2.wikiart.org/images/donatello/david-1432(1).jpg,https://www.wikiart.org/en/donatello/david-1432,david-1432(1).jpg,/early_renaissance/david-1432(1).jpg
Surrealism,Andre Masson,Pasiphae,1942,https://use2-uploads2.wikiart.org/images/andre-masson/pasiphae-1.jpg,https://www.wikiart.org/en/andre-masson/pasiphae-1,pasiphae-1.jpg,/surrealism/pasiphae-1.jpg
Romanticism,John Singleton Copley,The Major Peirson&#39;s Death,1782-1784,https://use2-uploads4.wikiart.org/images/john-singleton-copley/the-major-peirson-s-death-1784.jpg,https://www.wikiart.org/en/john-singleton-copley/the-major-peirson-s-death-1784,the-major-peirson-s-death-1784.jpg,/romanticism/the-major-peirson-s-death-1784.jpg
Neoclassicism,Arno Breker,Prometheus,1937,https://use2-uploads6.wikiart.org/images/arno-breker/prometheus-1937.jpg,https://www.wikiart.org/en/arno-breker/prometheus-1937,prometheus-1937.jpg,/neoclassicism/prometheus-1937.jpg
Realism,Jean-Francois Millet,The Sower,1850,https://use2-uploads8.wikiart.org/images/jean-francois-millet/the-sower-1850(1).jpg,https://www.wikiart.org/en/jean-francois-millet/the-sower-1850,the-sower-1850(1).jpg,/realism/the-sower-1850(1).jpg
Surrealism,Kay Sage,Margin of Silence,1942,https://use2-uploads1.wikiart.org/images/kay-sage/margin-of-silence-1942.jpg,https://www.wikiart.org/en/kay-sage/margin-of-silence-1942,margin-of-silence-1942.jpg,/surrealism/margin-of-silence-1942.jpg
Lyrical Abstraction,Stanley Boxer,Untitled,1956,https://use2-uploads6.wikiart.org/images/stanley-boxer/untitled-1956.jpg,https://www.wikiart.org/en/stanley-boxer/untitled-1956,untitled-1956.jpg,/lyrical_abstraction/untitled-1956.jpg
Post-Impressionism,Bertalan Por,Landscape,1908,https://use2-uploads6.wikiart.org/images/bertalan-por/landscape-1908.jpg,https://www.wikiart.org/en/bertalan-por/landscape-1908,landscape-1908.jpg,/post_impressionism/landscape-1908.jpg
Art Informel,Modest Cuixart,Cercle dor&#233;,1958,https://use2-uploads0.wikiart.org/images/modest-cuixart/cercle-dor-1958.jpg,https://www.wikiart.org/en/modest-cuixart/cercle-dor-1958,cercle-dor-1958.jpg,/art_informel/cercle-dor-1958.jpg
Surrealism,Vajda Lajos,Mask with Moon,1938,https://use2-uploads1.wikiart.org/images/vajda-lajos/mask-with-moon-1938.jpg,https://www.wikiart.org/en/vajda-lajos/mask-with-moon-1938,mask-with-moon-1938.jpg,/surrealism/mask-with-moon-1938.jpg
Pop Art,Andy Warhol,Che Guevara,1968,https://use2-uploads2.wikiart.org/images/andy-warhol/che-guevara.jpg,https://www.wikiart.org/en/andy-warhol/che-guevara,che-guevara.jpg,/pop_art/che-guevara.jpg
Baroque,Hendrick Cornelisz Vroom,"The Arrival at Vlissingen of Frederick V, Elector Palatine",1632,https://use2-uploads3.wikiart.org/images/hendrick-cornelisz-vroom/the-arrival-at-vlissingen-of-frederick-v-elector-palatine-1632.jpg,https://www.wikiart.org/en/hendrick-cornelisz-vroom/the-arrival-at-vlissingen-of-frederick-v-elector-palatine-1632,the-arrival-at-vlissingen-of-frederick-v-elector-palatine-1632.jpg,/baroque/the-arrival-at-vlissingen-of-frederick-v-elector-palatine-1632.jpg
Abstract Expressionism,Joan Mitchell,City Landscape,1955,https://use2-uploads6.wikiart.org/images/joan-mitchell/city-landscape-1955(1).jpg,https://www.wikiart.org/en/joan-mitchell/city-landscape-1955,city-landscape-1955(1).jpg,/abstract_expressionism/city-landscape-1955(1).jpg
Color Field Painting,Perle Fine,&quot;Cool&quot; Series No. 26 (First Love),1963,https://use2-uploads5.wikiart.org/images/perle-fine/cool-series-no-26-first-love-1963.jpg,https://www.wikiart.org/en/perle-fine/cool-series-no-26-first-love-1963,cool-series-no-26-first-love-1963.jpg,/color_field_painting/cool-series-no-26-first-love-1963.jpg
Abstract Expressionism,Cy Twombly,Tiznit,1953,https://use2-uploads5.wikiart.org/images/cy-twombly/tiznit.jpg,https://www.wikiart.org/en/cy-twombly/tiznit,tiznit.jpg,/abstract_expressionism/tiznit.jpg
Abstract Expressionism,Mathias Goeritz,Yellow Bird,1957,https://use2-uploads2.wikiart.org/images/mathias-goeritz/yellow-bird-1957.jpg,https://www.wikiart.org/en/mathias-goeritz/yellow-bird-1957,yellow-bird-1957.jpg,/abstract_expressionism/yellow-bird-1957.jpg
Art Informel,Joan Hernandez Pijuan,Pintura 222/60,1960,https://use2-uploads2.wikiart.org/images/joan-hernandez-pijuan/pintura-222-60-1960.jpg,https://www.wikiart.org/en/joan-hernandez-pijuan/pintura-222-60-1960,pintura-222-60-1960.jpg,/art_informel/pintura-222-60-1960.jpg
Color Field Painting,Leon Berkowitz,Cathedral #11,1968,https://use2-uploads2.wikiart.org/images/leon-berkowitz/cathedral-11-1968.jpg,https://www.wikiart.org/en/leon-berkowitz/cathedral-11-1968,cathedral-11-1968.jpg,/color_field_painting/cathedral-11-1968.jpg
Magic Realism,Christian Schad,"Agosta, the Pigeon-Chested Man, and Rasha, the Black Dove",1929,https://use2-uploads0.wikiart.org/images/christian-schad/agosta-the-pigeon-chested-man-and-rasha-the-black-dove-1929.jpg,https://www.wikiart.org/en/christian-schad/agosta-the-pigeon-chested-man-and-rasha-the-black-dove-1929,agosta-the-pigeon-chested-man-and-rasha-the-black-dove-1929.jpg,/magic_realism/agosta-the-pigeon-chested-man-and-rasha-the-black-dove-1929.jpg
Surrealism,Jacques H&#233;rold,The Germ of the Night,1937,https://use2-uploads2.wikiart.org/images/jacques-h-rold/the-germ-of-the-night-1937.jpg,https://www.wikiart.org/en/jacques-h-rold/the-germ-of-the-night-1937,the-germ-of-the-night-1937.jpg,/surrealism/the-germ-of-the-night-1937.jpg
Baroque,Otto van Veen,The Last Supper,1592,https://use2-uploads1.wikiart.org/00115/images/otto-van-veen/the-last-supper-1592.jpg,https://www.wikiart.org/en/otto-van-veen/the-last-supper-1592,the-last-supper-1592.jpg,/baroque/the-last-supper-1592.jpg
Northern Renaissance,Hans Memling,The Passion,1470-1471,https://use2-uploads8.wikiart.org/images/hans-memling/the-passion-1471.jpg,https://www.wikiart.org/en/hans-memling/the-passion-1471,the-passion-1471.jpg,/northern_renaissance/the-passion-1471.jpg
Impressionism,Giuseppe de Nittis,"The Races at Auteuil, Paris",XIX cent.,https://use2-uploads6.wikiart.org/images/giuseppe-de-nittis/the-races-at-auteuil-paris.jpg,https://www.wikiart.org/en/giuseppe-de-nittis/the-races-at-auteuil-paris,the-races-at-auteuil-paris.jpg,/impressionism/the-races-at-auteuil-paris.jpg
Surrealism,Max Ernst,Europe after the Rain II,1941,https://use2-uploads7.wikiart.org/images/max-ernst/europe-after-the-rain-ii(1).jpg,https://www.wikiart.org/en/max-ernst/europe-after-the-rain-ii,europe-after-the-rain-ii(1).jpg,/surrealism/europe-after-the-rain-ii(1).jpg
Neo-Expressionism,Paul Wonner,Still Life with Cup,1959,https://use2-uploads6.wikiart.org/images/paul-wonner/still-life-with-cup-1959.jpg,https://www.wikiart.org/en/paul-wonner/still-life-with-cup-1959,still-life-with-cup-1959.jpg,/neo_expressionism/still-life-with-cup-1959.jpg
Pop Art,Jorge Martins,Har&#233;m m&#237;ope,1969,https://use2-uploads0.wikiart.org/images/jorge-martins/har-m-m-ope-1969.jpg,https://www.wikiart.org/en/jorge-martins/har-m-m-ope-1969,har-m-m-ope-1969.jpg,/pop_art/har-m-m-ope-1969.jpg
Neoclassicism,Franz Xaver Winterhalter,"Portrait of Leonilla, Princess of Sayn Wittgenstein",1843,https://use2-uploads0.wikiart.org/images/franz-xaver-winterhalter/portrait-of-leonilla-princess-of-sayn-wittgenstein.jpg,https://www.wikiart.org/en/franz-xaver-winterhalter/portrait-of-leonilla-princess-of-sayn-wittgenstein,portrait-of-leonilla-princess-of-sayn-wittgenstein.jpg,/neoclassicism/portrait-of-leonilla-princess-of-sayn-wittgenstein.jpg
Impressionism,Giuseppe de Nittis,Breakfast in the Garden,1883,https://use2-uploads8.wikiart.org/images/giuseppe-de-nittis/breakfast-in-the-garden-1883.jpg,https://www.wikiart.org/en/giuseppe-de-nittis/breakfast-in-the-garden-1883,breakfast-in-the-garden-1883.jpg,/impressionism/breakfast-in-the-garden-1883.jpg
Magic Realism,Peter Doig,Gasthof zur Muldentalsperre,2000,https://use2-uploads4.wikiart.org/images/peter-doig/gasthof-zur-muldentalsperre-2000.jpg,https://www.wikiart.org/en/peter-doig/gasthof-zur-muldentalsperre-2000,gasthof-zur-muldentalsperre-2000.jpg,/magic_realism/gasthof-zur-muldentalsperre-2000.jpg
Minimalism,Imi Knoebel,Room 19,1968,https://use2-uploads3.wikiart.org/images/imi-knoebel/room-19-1968.jpg,https://www.wikiart.org/en/imi-knoebel/room-19-1968,room-19-1968.jpg,/minimalism/room-19-1968.jpg
Abstract Expressionism,Alfred Jensen,The Great Mystery II,1960,https://use2-uploads0.wikiart.org/images/alfred-jensen/the-great-mystery-ii-1960.jpg,https://www.wikiart.org/en/alfred-jensen/the-great-mystery-ii-1960,the-great-mystery-ii-1960.jpg,/abstract_expressionism/the-great-mystery-ii-1960.jpg
Abstract Art,David Kakabadze,Constructive-decorative composition,1924,https://use2-uploads2.wikiart.org/images/david-kakabadze/constructive-decorative-composition-1924(1).jpg,https://www.wikiart.org/en/david-kakabadze/constructive-decorative-composition-1924,constructive-decorative-composition-1924(1).jpg,/abstract_art/constructive-decorative-composition-1924(1).jpg
Neo-Expressionism,Martha Diamond,Light Blue Cityscape no. 4,1996,https://use2-uploads6.wikiart.org/images/martha-diamond/light-blue-cityscape-no-4-1996.jpg,https://www.wikiart.org/en/martha-diamond/light-blue-cityscape-no-4-1996,light-blue-cityscape-no-4-1996.jpg,/neo_expressionism/light-blue-cityscape-no-4-1996.jpg
Impressionism,Jules Dupre,Sunset on the Coast,1870,https://use2-uploads6.wikiart.org/images/jules-dupre/sunset-on-the-coast-1870.jpg,https://www.wikiart.org/en/jules-dupre/sunset-on-the-coast-1870,sunset-on-the-coast-1870.jpg,/impressionism/sunset-on-the-coast-1870.jpg
Color Field Painting,Barnett Newman,3. Third Station,1960,https://use2-uploads3.wikiart.org/images/barnett-newman/third-station-1960.jpg,https://www.wikiart.org/en/barnett-newman/third-station-1960,third-station-1960.jpg,/color_field_painting/third-station-1960.jpg
Neo-Expressionism,Donald Sultan,"Lemons, May 16, 1984",1984,https://use2-uploads7.wikiart.org/images/donald-sultan/lemons-may-16-1984-1984.jpg,https://www.wikiart.org/en/donald-sultan/lemons-may-16-1984-1984,lemons-may-16-1984-1984.jpg,/neo_expressionism/lemons-may-16-1984-1984.jpg
Neoclassicism,Antoine-Jean Gros,Bonaparte at the Pont D&#39;Arcole,1796,https://use2-uploads2.wikiart.org/00118/images/antoine-jean-gros/bonaparte-at-the-pont-d-arcole-1796.jpg,https://www.wikiart.org/en/antoine-jean-gros/bonaparte-at-the-pont-darcole-1796,bonaparte-at-the-pont-d-arcole-1796.jpg,/neoclassicism/bonaparte-at-the-pont-d-arcole-1796.jpg
Magic Realism,Eyvind Earle,Evening Magic,2000,https://use2-uploads1.wikiart.org/images/eyvind-earle/evening-magic-2000.jpg,https://www.wikiart.org/en/eyvind-earle/evening-magic-2000,evening-magic-2000.jpg,/magic_realism/evening-magic-2000.jpg
Impressionism,Anders Zorn,Castles in the Air,1885,https://use2-uploads5.wikiart.org/images/anders-zorn/castles-in-the-air-1885.jpg,https://www.wikiart.org/en/anders-zorn/castles-in-the-air-1885,castles-in-the-air-1885.jpg,/impressionism/castles-in-the-air-1885.jpg
Cubism,Pyotr Konchalovsky,Self-portrait,1912,https://use2-uploads7.wikiart.org/images/pyotr-konchalovsky/self-portrait-1912.jpg,https://www.wikiart.org/en/pyotr-konchalovsky/self-portrait-1912,self-portrait-1912.jpg,/cubism/self-portrait-1912.jpg
Rococo,Jean-Baptiste Greuze,The Complain of the Watch,1770,https://use2-uploads6.wikiart.org/images/jean-baptiste-greuze/the-complain-of-the-watch-1770(1).jpg,https://www.wikiart.org/en/jean-baptiste-greuze/the-complain-of-the-watch-1770,the-complain-of-the-watch-1770(1).jpg,/rococo/the-complain-of-the-watch-1770(1).jpg
Impressionism,Armand Guillaumin,Le Pont des Arts,1878,https://use2-uploads0.wikiart.org/images/armand-guillaumin/le-pont-des-arts-1878.jpg,https://www.wikiart.org/en/armand-guillaumin/le-pont-des-arts-1878,le-pont-des-arts-1878.jpg,/impressionism/le-pont-des-arts-1878.jpg
Rococo,Fyodor Rokotov,Portrait of Count Alexey Bobrinsky as a Child,1760,https://use2-uploads0.wikiart.org/images/fyodor-rokotov/portrait-of-a-g-bobrinsky-in-his-childhood.jpg,https://www.wikiart.org/en/fyodor-rokotov/portrait-of-a-g-bobrinsky-in-his-childhood,portrait-of-a-g-bobrinsky-in-his-childhood.jpg,/rococo/portrait-of-a-g-bobrinsky-in-his-childhood.jpg
Color Field Painting,Mark Rothko,Untitled (Blue Divided by Blue),1966,https://use2-uploads7.wikiart.org/images/mark-rothko/untitled-blue-divided-by-blue-1966.jpg,https://www.wikiart.org/en/mark-rothko/untitled-blue-divided-by-blue-1966,untitled-blue-divided-by-blue-1966.jpg,/color_field_painting/untitled-blue-divided-by-blue-1966.jpg
Romanticism,Alexander Orlowski,Horsemen,1816,https://use2-uploads2.wikiart.org/images/alexander-orlowski/horsemen-1816.jpg,https://www.wikiart.org/en/alexander-orlowski/horsemen-1816,horsemen-1816.jpg,/romanticism/horsemen-1816.jpg
Neo-Expressionism,Martin Disler,Untitled,1986,https://use2-uploads8.wikiart.org/images/martin-disler/untitled-1986-1.jpg,https://www.wikiart.org/en/martin-disler/untitled-1986-1,untitled-1986-1.jpg,/neo_expressionism/untitled-1986-1.jpg
Romanticism,Henry Raeburn,General Sir William Maxwell,XVIII-XIX cent.,https://use2-uploads2.wikiart.org/images/henry-raeburn/general-sir-william-maxwell.jpg,https://www.wikiart.org/en/henry-raeburn/general-sir-william-maxwell,general-sir-william-maxwell.jpg,/romanticism/general-sir-william-maxwell.jpg
Abstract Art,Jacoba van Heemskerck,Baum,1913,https://use2-uploads1.wikiart.org/images/jacoba-van-heemskerck/baum-1913.jpg,https://www.wikiart.org/en/jacoba-van-heemskerck/baum-1913,baum-1913.jpg,/abstract_art/baum-1913.jpg
Lyrical Abstraction,Jean Fautrier,Composition,1958,https://use2-uploads0.wikiart.org/images/jean-fautrier/composition-1958.jpg,https://www.wikiart.org/en/jean-fautrier/composition-1958,composition-1958.jpg,/lyrical_abstraction/composition-1958.jpg
High Renaissance,Giorgione,Pastoral Concert (F&#234;te champ&#234;tre),1508-1509,https://use2-uploads6.wikiart.org/pastoral-concert-fête-champêtre-1509(2).jpg,https://www.wikiart.org/en/giorgione/pastoral-concert-fête-champêtre-1509,pastoral-concert-fête-champêtre-1509(2).jpg,/high_renaissance/pastoral-concert-fête-champêtre-1509(2).jpg
Art Informel,Francis Bott,Composition,1957,https://use2-uploads1.wikiart.org/images/francis-bott/composition-1957-1.jpg,https://www.wikiart.org/en/francis-bott/composition-1957-1,composition-1957-1.jpg,/art_informel/composition-1957-1.jpg
